City,Country,Date,Lat,Lng,Max Temperature (F),Humidity,Cloudiness,Wind Speed
jalu,ly,2018-07-27 07:48:10,29.03,21.55,93.27,38.0,0.0,6.29
vostok,ru,2018-07-27 07:48:10,46.45,135.83,68.43,100.0,92.0,2.04
garissa,ke,2018-07-27 07:48:11,-0.46,39.64,86.43,51.0,0.0,15.23
necochea,ar,2018-07-27 07:48:11,-38.55,-58.74,47.01,96.0,48.0,10.76
mahon,es,2018-07-27 07:00:00,51.89,-8.4,57.2,93.0,75.0,4.7
vigrestad,no,2018-07-27 07:20:00,58.57,5.7,80.6,42.0,0.0,17.22
monte plata,do,2018-07-27 07:00:00,18.81,-69.79,77.0,94.0,40.0,4.7
ostersund,se,2018-07-27 07:20:00,63.18,14.64,68.0,72.0,75.0,10.29
varhaug,no,2018-07-27 07:20:00,58.61,5.65,80.6,42.0,0.0,17.22
yeppoon,au,2018-07-27 07:00:00,-23.13,150.74,71.6,56.0,90.0,4.7
akividu,in,2018-07-27 07:00:00,16.58,81.37,93.2,52.0,75.0,17.22
camocim,br,2018-07-27 07:48:14,-2.9,-40.84,75.54,91.0,0.0,10.09
muros,es,2018-07-27 07:30:00,42.77,-9.06,60.8,100.0,75.0,3.36
nome,us,2018-07-27 07:15:00,30.04,-94.42,77.0,88.0,1.0,5.17
shimoda,jp,2018-07-27 07:00:00,34.7,138.93,82.4,69.0,75.0,13.87
sousa,br,2018-07-27 07:00:00,35.69,140.55,80.6,61.0,75.0,12.75
hambantota,lk,2018-07-27 07:48:16,6.12,81.12,85.53,84.0,32.0,21.05
paragominas,br,2018-07-27 07:48:16,-3.0,-47.35,72.03,95.0,0.0,4.72
kloulklubed,pw,2018-07-27 06:52:00,7.04,134.26,87.8,74.0,75.0,9.17
dunedin,nz,2018-07-27 07:47:52,-45.87,170.5,40.89,68.0,0.0,11.32
belaya gora,ru,2018-07-27 07:48:17,68.54,146.19,48.72,64.0,88.0,4.16
iqaluit,ca,2018-07-27 07:00:00,63.75,-68.52,37.4,86.0,75.0,6.93
lompoc,us,2018-07-27 07:38:00,34.64,-120.46,57.2,100.0,90.0,5.82
trat,th,2018-07-27 07:00:00,12.25,102.51,86.0,79.0,40.0,16.11
san vicente,ph,2018-07-27 06:50:00,13.64,-88.78,77.0,88.0,20.0,3.36
verkh-usugli,ru,2018-07-27 07:48:18,52.7,115.17,62.58,72.0,92.0,4.83
willowmore,za,2018-07-27 07:48:19,-33.3,23.49,54.84,83.0,80.0,3.27
inta,ru,2018-07-27 07:48:19,66.04,60.13,81.21,44.0,0.0,5.73
laguna,br,2018-07-27 07:48:19,27.52,-110.01,76.89,96.0,88.0,3.15
rzhaksa,ru,2018-07-27 07:48:20,52.14,42.03,82.02,70.0,88.0,9.19
pevek,ru,2018-07-27 07:48:20,69.7,170.27,44.85,94.0,92.0,5.73
gondanglegi,id,2018-07-27 07:48:20,-7.75,112.01,84.81,48.0,12.0,11.99
togur,ru,2018-07-27 07:48:20,58.36,82.83,63.84,59.0,48.0,11.77
tingo maria,pe,2018-07-27 07:48:21,-9.29,-76.01,57.27,82.0,0.0,1.59
rosarito,mx,2018-07-27 07:47:23,4.91,-75.23,62.31,83.0,12.0,4.16
marawi,sd,2018-07-27 07:48:22,8.0,124.29,79.86,58.0,24.0,4.38
kimbe,pg,2018-07-27 07:48:22,-5.56,150.15,80.31,100.0,56.0,7.18
hervey bay,au,2018-07-27 07:48:22,-25.3,152.85,66.09,97.0,0.0,3.94
te karaka,nz,2018-07-27 07:48:22,-38.47,177.87,44.13,88.0,48.0,6.29
gora kalwaria,pl,2018-07-27 07:30:00,51.98,21.22,80.6,61.0,20.0,6.93
sioux lookout,ca,2018-07-27 07:00:00,50.1,-91.92,48.2,100.0,75.0,3.36
gusinoye ozero,ru,2018-07-27 07:48:23,51.11,106.26,64.92,73.0,24.0,2.93
brae,gb,2018-07-27 07:20:00,60.4,-1.35,64.4,82.0,20.0,23.04
mumford,gh,2018-07-27 07:48:24,5.26,-0.76,77.7,92.0,64.0,7.4
revda,ru,2018-07-27 07:48:24,67.94,34.55,57.81,76.0,20.0,3.15
matara,lk,2018-07-27 07:48:25,-13.74,-72.9,28.11,95.0,0.0,2.93
gland,ch,2018-07-27 07:30:00,46.42,6.27,77.0,57.0,0.0,3.36
kalanchak,ua,2018-07-27 07:48:25,46.26,33.28,79.68,95.0,12.0,9.19
acapulco,mx,2018-07-27 06:47:00,16.86,-99.88,82.4,88.0,40.0,4.94
san patricio,mx,2018-07-27 07:48:57,-26.98,-56.83,42.33,89.0,0.0,3.6
santa maria,cv,2018-07-27 07:48:58,-29.69,-53.81,37.83,87.0,68.0,2.71
puquio,pe,2018-07-27 07:48:58,-14.69,-74.12,32.61,81.0,20.0,2.37
elko,us,2018-07-27 06:56:00,40.83,-115.76,73.4,25.0,1.0,3.36
kasongo-lunda,cd,2018-07-27 07:48:59,-6.48,16.82,77.16,64.0,0.0,3.15
wanaka,nz,2018-07-27 07:48:59,-44.7,169.14,36.66,68.0,0.0,5.17
geilo,no,2018-07-27 07:49:00,60.53,8.21,68.79,50.0,20.0,3.38
nongstoin,in,2018-07-27 07:49:00,25.52,91.27,80.31,91.0,76.0,2.48
kavaratti,in,2018-07-27 07:49:00,10.57,72.64,82.02,98.0,68.0,18.92
bama,ng,2018-07-27 07:49:01,24.14,107.25,78.51,89.0,80.0,4.61
kenai,us,2018-07-27 06:56:00,60.55,-151.26,60.8,87.0,90.0,5.82
san cristobal,ec,2018-07-27 07:00:00,-0.39,-78.55,46.4,93.0,75.0,1.12
smithers,ca,2018-07-27 07:00:00,54.78,-127.17,62.6,72.0,1.0,1.7
poum,nc,2018-07-27 07:30:00,41.28,20.71,69.8,73.0,75.0,1.81
lakatoro,vu,2018-07-27 07:49:02,-16.11,167.42,77.79,84.0,36.0,9.64
kutum,sd,2018-07-27 07:49:03,14.2,24.66,86.79,43.0,0.0,5.73
bambous virieux,mu,2018-07-27 07:00:00,-20.34,57.76,75.2,47.0,40.0,10.29
zyryanka,ru,2018-07-27 07:49:03,65.73,150.89,44.49,91.0,92.0,7.29
thompson,ca,2018-07-27 07:00:00,55.74,-97.86,53.6,93.0,5.0,5.95
comodoro rivadavia,ar,2018-07-27 07:00:00,-45.87,-67.48,39.2,64.0,0.0,8.05
yulara,au,2018-07-27 07:00:00,-25.24,130.99,69.8,30.0,0.0,6.93
lodja,cd,2018-07-27 07:49:05,-3.52,23.6,87.87,37.0,48.0,3.38
ilulissat,gl,2018-07-27 07:49:05,69.22,-51.1,36.84,100.0,92.0,4.05
teguise,es,2018-07-27 07:30:00,29.06,-13.56,71.6,68.0,75.0,19.46
lucea,jm,2018-07-27 07:00:00,18.44,-78.17,80.6,69.0,20.0,5.82
kosh-agach,ru,2018-07-27 07:49:07,49.99,88.66,58.53,57.0,56.0,4.94
tabuk,sa,2018-07-27 07:49:08,17.41,121.44,74.55,88.0,100.0,1.92
antalaha,mg,2018-07-27 07:49:08,-14.9,50.28,72.03,99.0,48.0,10.98
bayan,kw,2018-07-27 07:49:08,47.25,107.54,72.39,65.0,12.0,7.18
palanga,lt,2018-07-27 07:49:09,44.45,25.08,80.94,70.0,48.0,4.61
chirala,in,2018-07-27 07:49:09,15.82,80.35,85.62,93.0,56.0,11.77
lalmohan,bd,2018-07-27 07:49:09,22.34,90.74,81.66,100.0,76.0,11.99
bilma,ne,2018-07-27 07:49:09,18.69,12.92,102.45,17.0,56.0,9.42
powell river,ca,2018-07-27 07:00:00,49.84,-124.52,71.6,56.0,5.0,13.87
banda aceh,id,2018-07-27 07:44:19,5.56,95.32,76.26,99.0,92.0,3.15
kyren,ru,2018-07-27 07:49:10,51.68,102.13,59.25,61.0,48.0,1.92
mildura,au,2018-07-27 07:46:51,-34.18,142.16,57.99,64.0,92.0,6.73
quthing,ls,2018-07-27 07:49:11,-30.4,27.7,57.36,38.0,0.0,8.97
almaznyy,ru,2018-07-27 07:49:11,48.03,40.04,89.4,38.0,0.0,13.67
mareeba,au,2018-07-27 07:00:00,-16.99,145.42,77.0,53.0,20.0,10.29
constitucion,mx,2018-07-27 07:49:12,23.99,-104.67,66.81,72.0,64.0,3.83
coffs harbour,au,2018-07-27 07:00:00,-30.3,153.13,64.4,72.0,0.0,5.82
havre-saint-pierre,ca,2018-07-27 07:35:00,50.23,-63.6,62.6,100.0,90.0,3.36
obo,cf,2018-07-27 07:49:12,5.39,26.49,76.17,99.0,76.0,5.28
nadym,ru,2018-07-27 07:49:13,65.53,72.51,72.03,67.0,68.0,12.21
mandurah,au,2018-07-27 07:00:00,-32.55,115.7,57.2,100.0,75.0,12.75
svay rieng,kh,2018-07-27 07:49:13,11.08,105.8,86.79,72.0,56.0,18.14
thunder bay,ca,2018-07-27 07:00:00,48.41,-89.26,53.6,81.0,75.0,6.93
inongo,cd,2018-07-27 07:49:14,-1.93,18.29,81.84,71.0,36.0,4.5
linxia,cn,2018-07-27 07:49:14,35.6,103.21,72.39,76.0,8.0,6.06
venado tuerto,ar,2018-07-27 07:49:14,-33.75,-61.97,50.43,99.0,92.0,3.27
gornyy,ru,2018-07-27 07:49:15,51.76,48.54,90.48,30.0,92.0,8.75
ust-karsk,ru,2018-07-27 07:49:15,52.71,118.82,81.57,51.0,76.0,5.17
karasjok,no,2018-07-27 07:20:00,69.47,25.52,64.4,63.0,0.0,13.87
henties bay,na,2018-07-27 07:44:27,-22.12,14.28,60.42,89.0,8.0,3.71
codrington,ag,2018-07-27 07:49:16,-28.95,153.24,59.25,68.0,0.0,5.28
boromo,bf,2018-07-27 07:49:16,11.74,-2.93,75.45,99.0,68.0,6.62
kamenka,ru,2018-07-27 07:49:16,53.19,44.05,83.19,71.0,44.0,8.41
tabou,ci,2018-07-27 07:49:17,4.42,-7.36,77.61,100.0,68.0,6.17
broken hill,au,2018-07-27 07:49:17,-31.97,141.45,59.34,57.0,24.0,17.02
high level,ca,2018-07-27 07:00:00,58.52,-117.13,60.8,82.0,20.0,2.71
kulhudhuffushi,mv,2018-07-27 07:49:18,6.62,73.07,83.01,98.0,92.0,18.25
haines junction,ca,2018-07-27 07:49:18,60.75,-137.51,49.44,87.0,0.0,2.04
porto novo,cv,2018-07-27 07:00:00,-23.68,-45.44,55.4,93.0,20.0,1.12
ribeira grande,pt,2018-07-27 07:30:00,38.52,-28.7,69.8,88.0,75.0,1.12
northam,au,2018-07-27 06:50:00,51.04,-4.21,68.0,93.0,40.0,5.82
hirara,jp,2018-07-27 07:00:00,24.8,125.28,87.8,70.0,20.0,9.17
ulaangom,mn,2018-07-27 07:49:20,49.98,92.07,60.78,52.0,12.0,3.04
virginia beach,us,2018-07-27 07:15:00,36.85,-75.98,78.8,88.0,1.0,5.82
opuwo,na,2018-07-27 07:49:20,-18.06,13.84,70.59,26.0,0.0,4.16
mana,gf,2018-07-27 07:30:00,43.52,20.24,73.4,78.0,40.0,1.12
camargo,mx,2018-07-27 07:49:21,27.69,-105.17,73.56,44.0,36.0,6.73
dhidhdhoo,mv,2018-07-27 07:49:21,6.88,73.1,83.01,98.0,92.0,18.25
buchanan,lr,2018-07-27 07:00:00,5.88,-10.05,75.2,94.0,75.0,1.36
panzhihua,cn,2018-07-27 07:49:22,26.59,101.72,77.07,74.0,44.0,2.93
okhotsk,ru,2018-07-27 07:49:22,59.36,143.24,65.91,79.0,0.0,4.5
miandrivazo,mg,2018-07-27 07:49:23,-19.53,45.46,86.07,31.0,0.0,3.94
qasigiannguit,gl,2018-07-27 07:49:23,68.82,-51.19,36.84,100.0,92.0,4.05
pitimbu,br,2018-07-27 07:00:00,-7.47,-34.81,71.6,94.0,75.0,11.41
dzaoudzi,yt,2018-07-27 07:00:00,-12.79,45.27,82.4,65.0,40.0,9.17
nara,ml,2018-07-27 07:00:00,34.68,135.8,89.6,55.0,20.0,10.29
gao,ml,2018-07-27 07:49:24,16.28,-0.04,79.77,98.0,56.0,10.54
luderitz,na,2018-07-27 07:49:25,-26.65,15.16,58.08,88.0,24.0,8.63
ahipara,nz,2018-07-27 07:49:25,-35.17,173.16,55.38,90.0,68.0,12.66
cidreira,br,2018-07-27 07:49:25,-30.17,-50.22,55.29,100.0,92.0,5.61
coquimbo,cl,2018-07-27 07:00:00,-29.95,-71.34,50.0,81.0,90.0,4.7
svetlogorsk,ru,2018-07-27 07:00:00,53.14,59.15,82.4,34.0,75.0,6.71
murgab,tm,2018-07-27 07:00:00,37.5,61.97,91.4,17.0,0.0,9.17
rorvik,no,2018-07-27 07:20:00,64.86,11.24,75.2,53.0,0.0,8.05
vesoul,fr,2018-07-27 07:30:00,47.62,6.16,78.8,54.0,0.0,4.7
yar-sale,ru,2018-07-27 07:49:57,66.83,70.83,72.12,63.0,12.0,7.63
lolodorf,cm,2018-07-27 07:49:57,3.23,10.73,68.88,100.0,92.0,2.71
darnah,ly,2018-07-27 07:49:58,32.77,22.64,79.59,95.0,0.0,11.77
ankang,cn,2018-07-27 07:49:58,32.73,108.99,81.48,73.0,44.0,2.48
sur,om,2018-07-27 07:49:58,22.57,59.53,92.19,74.0,48.0,4.05
ciudad bolivar,ve,2018-07-27 07:49:58,8.12,-63.55,74.1,92.0,0.0,7.63
gorontalo,id,2018-07-27 07:49:59,0.54,123.06,84.63,65.0,56.0,3.04
guerrero negro,mx,2018-07-27 07:49:59,27.97,-114.04,69.33,96.0,8.0,6.51
goirle,nl,2018-07-27 07:25:00,51.52,5.07,84.2,39.0,90.0,9.17
marrakesh,ma,2018-07-27 07:30:00,31.63,-7.99,66.2,77.0,0.0,5.82
puerto escondido,mx,2018-07-27 07:50:00,15.86,-97.07,86.61,100.0,0.0,5.73
sungaipenuh,id,2018-07-27 07:50:00,-2.08,101.38,73.47,86.0,68.0,1.36
pringsewu,id,2018-07-27 07:50:01,-5.36,104.98,89.76,40.0,0.0,3.94
meulaboh,id,2018-07-27 07:50:01,4.14,96.13,79.59,100.0,92.0,7.74
leningradskiy,ru,2018-07-27 07:50:01,69.38,178.42,35.85,96.0,92.0,5.95
dauriya,ru,2018-07-27 07:50:02,49.93,116.85,86.97,34.0,12.0,14.34
dukat,ru,2018-07-27 07:50:02,42.44,22.31,64.47,95.0,80.0,2.59
sobolevo,ru,2018-07-27 07:50:02,54.43,31.9,73.47,92.0,56.0,15.35
progress,us,2018-07-27 07:50:03,49.74,129.68,79.86,70.0,0.0,2.82
broadstairs,gb,2018-07-27 07:20:00,51.36,1.44,78.8,54.0,20.0,3.36
erenhot,cn,2018-07-27 07:50:03,43.65,111.97,90.75,46.0,20.0,6.17
naron,es,2018-07-27 07:30:00,43.52,-8.15,64.4,93.0,40.0,5.82
bagdarin,ru,2018-07-27 07:50:04,54.44,113.59,61.86,69.0,0.0,4.16
marystown,ca,2018-07-27 07:46:44,47.17,-55.16,62.76,87.0,92.0,19.04
qaqortoq,gl,2018-07-27 06:50:00,60.72,-46.03,42.8,75.0,92.0,1.59
shenxian,cn,2018-07-27 07:50:04,36.24,115.67,90.21,67.0,68.0,3.94
kieta,pg,2018-07-27 07:50:05,-6.22,155.63,78.33,100.0,100.0,4.38
mahibadhoo,mv,2018-07-27 07:50:05,3.78,72.97,84.09,97.0,12.0,18.81
marienburg,sr,2018-07-27 07:20:00,52.12,9.98,80.6,53.0,0.0,8.05
tuy hoa,vn,2018-07-27 07:50:06,13.08,109.3,89.49,67.0,44.0,9.42
cobija,bo,2018-07-27 07:50:06,-11.02,-68.77,61.32,82.0,0.0,3.6
traverse city,us,2018-07-27 07:15:00,44.76,-85.62,62.6,93.0,75.0,3.36
bandarbeyla,so,2018-07-27 07:50:07,9.49,50.81,80.49,71.0,24.0,24.29
mandalgovi,mn,2018-07-27 07:50:07,45.76,106.27,83.46,37.0,0.0,12.66
lixourion,gr,2018-07-27 07:20:00,38.2,20.43,80.6,73.0,20.0,6.4
san policarpo,ph,2018-07-27 07:50:08,12.18,125.51,84.99,88.0,68.0,12.44
atherton,au,2018-07-27 07:20:00,53.52,-2.49,69.8,64.0,20.0,2.24
chokurdakh,ru,2018-07-27 07:50:08,70.62,147.9,40.26,76.0,68.0,12.1
ossora,ru,2018-07-27 07:50:09,59.24,163.07,56.55,96.0,12.0,7.96
san juan,us,2018-07-27 07:00:00,14.6,121.03,80.6,100.0,90.0,5.82
adelaide,au,2018-07-27 07:00:00,-34.93,138.6,66.2,45.0,0.0,10.29
hofn,is,2018-07-27 07:50:10,64.25,-15.21,51.6,100.0,56.0,1.59
san quintin,mx,2018-07-27 07:00:00,17.54,120.52,87.8,74.0,20.0,9.17
okato,nz,2018-07-27 07:50:11,-39.19,173.88,53.31,100.0,88.0,18.37
esperance,au,2018-07-27 07:00:00,10.24,-61.45,77.0,94.0,20.0,5.61
mamou,gn,2018-07-27 07:50:11,10.37,-12.08,68.43,99.0,92.0,3.38
anuradhapura,lk,2018-07-27 07:50:11,8.34,80.41,93.0,48.0,12.0,18.37
galveston,us,2018-07-27 07:35:00,40.58,-86.19,64.4,87.0,1.0,4.7
vaitape,pf,2018-07-27 07:50:12,-16.52,-151.75,79.59,99.0,48.0,16.13
namibe,ao,2018-07-27 07:50:12,-15.19,12.15,66.99,100.0,56.0,3.49
itaituba,br,2018-07-27 07:50:13,-4.26,-55.99,72.57,99.0,56.0,2.82
maragogi,br,2018-07-27 07:50:13,-9.01,-35.22,72.66,93.0,100.0,8.63
praia,cv,2018-07-27 07:00:00,-20.25,-43.81,55.4,82.0,0.0,4.7
kita,ml,2018-07-27 07:00:00,35.76,139.74,82.4,65.0,75.0,12.75
yeniseysk,ru,2018-07-27 07:50:14,58.45,92.17,68.43,66.0,44.0,3.38
nanortalik,gl,2018-07-27 07:50:14,60.14,-45.24,37.74,100.0,92.0,1.7
belapatfalva,hu,2018-07-27 07:50:15,48.05,20.37,79.23,69.0,36.0,4.61
anastasiyevskaya,ru,2018-07-27 07:00:00,45.22,37.89,87.8,55.0,0.0,4.47
lumphat,kh,2018-07-27 07:50:15,13.5,106.97,81.93,85.0,88.0,2.82
tallahassee,us,2018-07-27 07:35:00,30.44,-84.28,77.0,100.0,75.0,3.04
talnakh,ru,2018-07-27 07:50:16,69.49,88.39,53.04,73.0,92.0,3.71
pandan,ph,2018-07-27 07:50:16,11.72,122.09,76.53,100.0,92.0,12.33
lodwar,ke,2018-07-27 07:50:16,3.12,35.6,84.99,42.0,8.0,6.62
raudeberg,no,2018-07-27 07:20:00,61.99,5.14,73.4,56.0,0.0,6.93
khandyga,ru,2018-07-27 07:50:17,62.65,135.58,67.89,46.0,76.0,3.04
pimenteiras,br,2018-07-27 07:50:17,-6.24,-41.42,74.46,63.0,48.0,12.77
erzin,ru,2018-07-27 07:20:00,36.95,36.2,87.8,52.0,40.0,8.05
rapid valley,us,2018-07-27 07:15:00,44.06,-103.15,60.8,72.0,40.0,6.93
riyadh,sa,2018-07-27 07:00:00,24.63,46.72,102.2,9.0,8.0,28.86
farafenni,gm,2018-07-27 07:50:18,13.57,-15.6,80.04,76.0,0.0,5.06
clarence town,bs,2018-07-27 07:00:00,-32.59,151.78,60.8,51.0,0.0,5.82
oranjemund,na,2018-07-27 07:50:19,-28.55,16.43,59.16,99.0,80.0,11.32
kawalu,id,2018-07-27 07:50:20,-7.38,108.21,80.4,36.0,0.0,3.04
gambissara,gm,2018-07-27 07:50:20,13.24,-14.31,77.97,92.0,88.0,5.17
chicama,pe,2018-07-27 07:00:00,-7.84,-79.15,62.6,93.0,90.0,8.05
grand-santi,gf,2018-07-27 07:50:20,4.27,-54.38,72.3,100.0,80.0,2.37
antofagasta,cl,2018-07-27 07:00:00,-23.65,-70.4,57.2,71.0,90.0,5.82
nalut,ly,2018-07-27 07:50:21,31.86,10.98,102.36,21.0,12.0,7.74
vetlanda,se,2018-07-27 07:20:00,57.43,15.09,78.8,44.0,0.0,6.93
tambovka,ru,2018-07-27 07:50:22,46.93,35.45,89.67,58.0,0.0,5.84
bucerias,mx,2018-07-27 06:46:00,20.76,-105.33,82.4,94.0,90.0,2.15
zagan,pl,2018-07-27 07:30:00,51.62,15.31,77.0,69.0,0.0,4.7
inirida,co,2018-07-27 07:50:23,3.87,-67.92,70.14,100.0,92.0,3.38
verkhnevilyuysk,ru,2018-07-27 07:50:23,63.45,120.31,57.81,97.0,92.0,5.39
qiongshan,cn,2018-07-27 07:00:00,20.01,110.35,77.0,94.0,75.0,8.95
severo-kurilsk,ru,2018-07-27 07:50:24,50.68,156.12,55.2,97.0,92.0,4.16
alamosa,us,2018-07-27 06:52:00,37.47,-105.87,55.4,82.0,1.0,5.82
wawa,ca,2018-07-27 07:50:24,9.9,4.41,80.94,96.0,48.0,8.75
brigantine,us,2018-07-27 07:12:00,39.41,-74.36,75.2,94.0,1.0,4.7
sosnovo-ozerskoye,ru,2018-07-27 07:50:55,52.53,111.54,62.22,75.0,36.0,10.42
piacabucu,br,2018-07-27 07:50:55,-10.41,-36.43,70.59,100.0,92.0,6.85
cowra,au,2018-07-27 07:50:55,-33.84,148.69,44.04,88.0,0.0,2.59
ilhabela,br,2018-07-27 07:50:56,-23.78,-45.36,69.42,99.0,20.0,8.19
burley,us,2018-07-27 06:53:00,42.54,-113.79,73.4,45.0,1.0,6.93
xining,cn,2018-07-27 07:50:56,36.62,101.77,77.52,50.0,8.0,8.63
vir,si,2018-07-27 07:30:00,46.15,14.61,69.8,82.0,20.0,1.12
chaupal,in,2018-07-27 07:50:17,30.95,77.59,68.34,88.0,80.0,1.36
vestmannaeyjar,is,2018-07-27 07:00:00,63.44,-20.27,50.0,100.0,90.0,17.22
chilca,pe,2018-07-27 07:00:00,-13.22,-72.34,32.0,74.0,0.0,2.48
elizabeth city,us,2018-07-27 07:15:00,36.3,-76.22,78.8,100.0,1.0,4.7
menongue,ao,2018-07-27 07:50:58,-14.66,17.68,68.97,32.0,0.0,3.27
moncton,ca,2018-07-27 07:00:00,46.1,-64.8,68.0,94.0,90.0,9.17
zhezkazgan,kz,2018-07-27 07:00:00,47.8,67.71,86.0,25.0,75.0,20.13
touros,br,2018-07-27 07:50:59,-5.2,-35.46,72.66,100.0,76.0,13.0
tual,id,2018-07-27 07:50:59,-5.67,132.75,80.76,97.0,8.0,11.99
san jose,gt,2018-07-27 07:51:00,15.79,120.99,76.26,99.0,76.0,2.59
north platte,us,2018-07-27 06:53:00,41.12,-100.77,57.2,100.0,1.0,3.36
mizan teferi,et,2018-07-27 07:51:01,6.99,35.58,66.36,90.0,92.0,1.36
gilgit,pk,2018-07-27 07:51:01,35.92,74.31,48.09,82.0,100.0,0.58
florianopolis,br,2018-07-27 07:00:00,-27.6,-48.55,62.6,100.0,20.0,12.75
diamantino,br,2018-07-27 07:51:01,-14.4,-56.44,57.81,90.0,0.0,2.93
san mateo del mar,mx,2018-07-27 07:51:02,16.21,-94.98,81.93,100.0,24.0,1.92
borovoy,ru,2018-07-27 07:51:02,63.23,52.89,80.85,53.0,36.0,4.27
gizo,sb,2018-07-27 07:20:00,31.8,34.94,86.0,48.0,40.0,6.93
port macquarie,au,2018-07-27 07:00:00,-31.43,152.91,60.8,63.0,0.0,4.7
moissala,td,2018-07-27 07:51:03,8.34,17.77,80.94,85.0,32.0,8.19
los llanos de aridane,es,2018-07-27 07:30:00,28.66,-17.92,71.6,64.0,20.0,19.46
santa cruz,cr,2018-07-27 07:40:00,36.97,-122.03,60.8,82.0,1.0,3.36
mwinilunga,zm,2018-07-27 07:51:05,-11.73,24.43,73.29,38.0,0.0,3.38
hualahuises,mx,2018-07-27 07:51:05,24.88,-99.67,67.71,95.0,0.0,1.59
pioner,ru,2018-07-27 07:00:00,38.89,63.79,89.6,15.0,0.0,20.8
nortelandia,br,2018-07-27 07:51:06,-14.45,-56.8,55.47,86.0,0.0,2.48
krasnyy chikoy,ru,2018-07-27 07:51:06,50.36,108.75,60.51,80.0,76.0,2.82
